FECHA_CORTE;UUID;FACULTAD;ESPECIALIDAD;MODALIDAD;NIVEL_ACADEMICO;ANNIO_POSTULACION;DERPARTAMENTO;PROVINCIA;DISTRITO;DEPARTAMENTO_ORIGEN;PROVINCIA_ORIGEN;DISTRITO_ORIGEN;COLEGIO;SEXO;DISCAPACIDAD;ETNIA
20240626;289f576de4f9c7ace17bd840112bebab;FACULTAD DE AGROPECUARIA Y NUTRICIÓN;P. Nutrición Humana;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;LINCE                                                       ;LIMA           ;LIMA                                    ;LINCE                                                       ;1070 MELITON CARVAJAL;F;NINGUNA;MESTIZO
20240626;ac080e3a022137fe57f355502ba2813b;FACULTAD DE CIENCIAS EMPRESARIALES;P. Administración de Empresas;Prueba General de Admisión;PREGRADO;2022-1;AMAZONAS       ;RODRIGUEZ DE MENDOZA                    ;CHIRIMOTO                                                   ;LIMA           ;LIMA                                    ;ATE                                                         ;TORIBIO RODRIGUEZ DE MENDOZA;F;NINGUNA;MESTIZO
20240626;598613d056553226d63ccdfc82b1e3f3;FACULTAD DE CIENCIAS EMPRESARIALES;P. Administración de Empresas;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;ATE                                                         ;LIMA           ;LIMA                                    ;ATE                                                         ;NUESTRA SEÑORA DEL ROSARIO DE FATIMA;F;NINGUNA;MESTIZO
20240626;927f3abe34860935fd26684c6219e5ea;FACULTAD DE CIENCIAS SOCIALES Y HUMANIDADES;P.E.E. Ciencias Sociales - Psicología;Prueba General de Admisión;PREGRADO;2022-1;JUNIN          ;YAULI                                   ;LA OROYA                                                    ;LIMA           ;LIMA                                    ;SAN JUAN DE LURIGANCHO                                      ;Otra Institucion;F;NINGUNA;OTROS
20240626;230e09492cf54b8edb43a80c5273964f;FACULTAD DE EDUCACIÓN INICIAL;P.E.E. Educación Inicial - Niñez Temprana;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;LURIGANCHO                                                  ;LIMA           ;LIMA                                    ;LURIGANCHO                                                  ;0027 SAN ANTONIO JICAMARCA;F;NINGUNA;MESTIZO
20240626;6b408815684caec5ddac048b7f35fbb7;FACULTAD DE PEDAGOGÍA Y CULTURA FÍSICA;P.E.E.Educación Primaria -Educ.Básica Alternativa;Prueba General de Admisión;PREGRADO;2022-1;CUSCO          ;QUISPICANCHI                            ;URCOS                                                       ;CUSCO          ;QUISPICANCHI                            ;URCOS                                                       ;CLORINDA MATTO DE TURNER;F;NINGUNA;NO CUENTA CON INFORMACIÓN
20240626;7eecdaed840e9ed8b5dbcf1fea0852c2;FACULTAD DE CIENCIAS EMPRESARIALES;P. Turismo y Hotelería;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;LIMA                                                        ;LIMA           ;LIMA                                    ;LIMA                                                        ;Otra Institucion;F;NINGUNA;OTROS
20240626;390c0ee8eb1fc522bde379d51efda2d3;FACULTAD DE TECNOLOGÍA;P.E.E. Construcción Civil;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;CHACLACAYO                                                  ;LIMA           ;LIMA                                    ;CHACLACAYO                                                  ;Otra Institucion;M;NINGUNA;MESTIZO
20240626;c5d10a04d52dc10570900205ba369af3;FACULTAD DE TECNOLOGÍA;P.E.E. Telecomunicaciones e Informática;Prueba General de Admisión;PREGRADO;2022-1;CALLAO         ;CALLAO                                  ;CARMEN DE LA LEGUA REYNOSO                                  ;LIMA           ;LIMA                                    ;PUENTE PIEDRA                                               ;2067 LEONCIO PRADO;M;NINGUNA;MESTIZO
20240626;5bf474dabf76501b7bceb43e426ec3fe;FACULTAD DE TECNOLOGÍA;P.E.E. Telecomunicaciones e Informática;Prueba General de Admisión;PREGRADO;2022-1;JUNIN          ;TARMA                                   ;PALCA                                                       ;LIMA           ;LIMA                                    ;LURIGANCHO                                                  ;0055 MANUEL GONZALES PRADA;M;NINGUNA;MESTIZO
20240626;45bf58bd5180c66f0b8b97d2e6bb1c13;FACULTAD DE PEDAGOGÍA Y CULTURA FÍSICA;P.E.E.Educación Primaria -Educ.Básica Alternativa;Traslado Externo Nacional;PREGRADO;2022-1;LIMA           ;LIMA                                    ;LIMA                                                        ;LIMA           ;LIMA                                    ;LIMA                                                        ;GRAN MARISCAL ANDRES A.CACERES D.;F;NINGUNA;MESTIZO
20240626;ae4b23b0c98d0be75f226c146eeebc5b;FACULTAD DE CIENCIAS EMPRESARIALES;P. Administración de Empresas;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;CHACLACAYO                                                  ;LIMA           ;LIMA                                    ;CHACLACAYO                                                  ;BRASIL;M;NINGUNA;MESTIZO
20240626;98ff7715bb3fcceefeba3dc5d47a5806;FACULTAD DE CIENCIAS SOCIALES Y HUMANIDADES;P.E.E. Educación Artística - Música;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;ATE                                                         ;LIMA           ;LIMA                                    ;ATE                                                         ;1252 SANTA ISABEL;M;NINGUNA;NO CUENTA CON INFORMACIÓN
20240626;05092e3431be51980f45edd80e4c3c07;FACULTAD DE AGROPECUARIA Y NUTRICIÓN;P.E.E. Agropecuaria;Prueba General de Admisión;PREGRADO;2022-1;CALLAO         ;CALLAO                                  ;CALLAO                                                      ;CALLAO         ;CALLAO                                  ;LA PERLA                                                    ;NUESTRA SEÑORA DE LA ASUNCION;M;NINGUNA;MESTIZO
20240626;699835761179b85f7c49fb3aac4639b8;FACULTAD DE TECNOLOGÍA;P.E.E. Artes Industriales;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;LIMA                                                        ;LIMA           ;LIMA                                    ;SAN JUAN DE LURIGANCHO                                      ;116 ABRAHAM VALDELOMAR;F;NINGUNA;NEGRO/MORENO/ZAMBO/MULATO/PUEBLO AFROPERUANO O AFRODESCENDIENTE
20240626;167f0832bc95b5a12b140bd44e5a5633;FACULTAD DE CIENCIAS;P.E.E. Matemática;Prueba General de Admisión;PREGRADO;2022-1;JUNIN          ;YAULI                                   ;LA OROYA                                                    ;LIMA           ;LIMA                                    ;ATE                                                         ;PLANTELES DE APLICACION DE UNE;M;NINGUNA;NO CUENTA CON INFORMACIÓN
20240626;519f91c93c709853a218d919b2073e6a;FACULTAD DE EDUCACIÓN INICIAL;P.E.E. Educación Inicial - Niñez Temprana;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;ATE                                                         ;LIMA           ;HUAROCHIRI                              ;SANTA EULALIA                                               ;MARCELINO CHAMPAGNAT;F;NINGUNA;MESTIZO
20240626;5d1f6aa0a1e4260e09cfed2cda106121;FACULTAD DE PEDAGOGÍA Y CULTURA FÍSICA;P.E.E. Educación Física - Deportes;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;ATE                                                         ;LIMA           ;LIMA                                    ;ATE                                                         ;JULIO C. TELLO;M;NINGUNA;NO CUENTA CON INFORMACIÓN
20240626;4523b3d77529a093225f50347596ed6d;FACULTAD DE CIENCIAS;P.E.E. Informática;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;VILLA EL SALVADOR                                           ;LIMA           ;LIMA                                    ;VILLA EL SALVADOR                                           ;Otra Institucion;M;NINGUNA;NO CUENTA CON INFORMACIÓN
20240626;9e3b58c1b585308acbd431b69618f0af;FACULTAD DE EDUCACIÓN INICIAL;P.E.E. Educación Inicial - Niñez Temprana;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;COMAS                                                       ;LIMA           ;LIMA                                    ;SAN MARTIN DE PORRES                                        ;TECHNOLOGY SCHOOLS DE PARAMONGA;F;NINGUNA;NO CUENTA CON INFORMACIÓN
20240626;b03ab1ef29ec700f5f1829472e5bdfa4;FACULTAD DE CIENCIAS SOCIALES Y HUMANIDADES;P.E.E. Inglés - Francés;Prueba General de Admisión;PREGRADO;2022-1;LAMBAYEQUE     ;CHICLAYO                                ;JOSE LEONARDO ORTIZ                                         ;LIMA           ;LIMA                                    ;CHACLACAYO                                                  ;FEDERICO VILLARREAL;M;NINGUNA;MESTIZO
20240626;9bbe1cdddfc999d6e9235e348265eb3e;FACULTAD DE CIENCIAS EMPRESARIALES;P. Administración de Empresas;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;ATE                                                         ;LIMA           ;LIMA                                    ;ATE                                                         ;MAHATMA GANDHI;F;NINGUNA;NO CUENTA CON INFORMACIÓN
20240626;741768efb816358748819b220cf60cef;FACULTAD DE CIENCIAS EMPRESARIALES;P. Administración de Empresas;Prueba General de Admisión;PREGRADO;2022-1;HUANCAVELICA   ;HUAYTARA                                ;TAMBO                                                       ;LIMA           ;LIMA                                    ;ATE                                                         ;SANTA ROSA;F;NINGUNA;MESTIZO
20240626;20112b34d1d8877c2c49e905a2f8ae1c;FACULTAD DE CIENCIAS SOCIALES Y HUMANIDADES;P.E.E. Inglés - Italiano;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;LIMA                                                        ;LIMA           ;LIMA                                    ;LIMA                                                        ;COLEGIO NACIONAL DE VARONES;F;NINGUNA;BLANCO
20240626;8dd5d2b7f46a51a2a417c431a367bdc1;FACULTAD DE EDUCACIÓN INICIAL;P.E.E. Educación Inicial - Niñez Temprana;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;LURIGANCHO                                                  ;LIMA           ;LIMA                                    ;LURIGANCHO                                                  ;PLANTELES DE APLICACION DE UNE;F;NINGUNA;MESTIZO
20240626;88f01978ab00f1bb8fe5898099efb6b4;FACULTAD DE TECNOLOGÍA;P.E.E. Electricidad;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;ATE                                                         ;LIMA           ;LIMA                                    ;ATE                                                         ;MANUEL GONZALEZ PRADA;M;NINGUNA;NO CUENTA CON INFORMACIÓN
20240626;92cc91a210a0dbaf382c56db71c9c1b9;FACULTAD DE CIENCIAS SOCIALES Y HUMANIDADES;P.E.E. Lengua Española;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;SAN JUAN DE LURIGANCHO                                      ;LIMA           ;LIMA                                    ;SAN JUAN DE LURIGANCHO                                      ;1182 EL BOSQUE;F;NINGUNA;NO CUENTA CON INFORMACIÓN
20240626;a82dc7c029b8a52dc47a3b0d61248878;FACULTAD DE CIENCIAS SOCIALES Y HUMANIDADES;P.E.E. Lengua Española - Inglés;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;ATE                                                         ;LIMA           ;LIMA                                    ;ATE                                                         ;TELESFORO CATACORA;F;NINGUNA;NO CUENTA CON INFORMACIÓN
20240626;39c0c4f0d47ade7e23e0a86743f2bef9;FACULTAD DE PEDAGOGÍA Y CULTURA FÍSICA;P.E.E. Educación Física - Deportes;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;ATE                                                         ;LIMA           ;LIMA                                    ;ATE                                                         ;046 VICTOR RAUL HAYA DE LA TORRE;M;NINGUNA;MESTIZO
20240626;fa635a3d13b8a9d4efc5010aa86d7f57;FACULTAD DE PEDAGOGÍA Y CULTURA FÍSICA;P.E.E.Educación Primaria -Educ.Básica Alternativa;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;COMAS                                                       ;LIMA           ;LIMA                                    ;COMAS                                                       ;8181 HEROES DEL ALTO CENEPA;F;NINGUNA;MESTIZO
20240626;a3993f0bc321b5933be34f45fc211ce6;FACULTAD DE CIENCIAS EMPRESARIALES;P. Administración de Empresas;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;LIMA                                                        ;LIMA           ;LIMA                                    ;LIMA                                                        ;0097 PATRICIA ANTONIA LOPEZ;F;NINGUNA;NO CUENTA CON INFORMACIÓN
20240626;53c18ad42fa1cc16462dde74020050fa;FACULTAD DE CIENCIAS EMPRESARIALES;P. Administración de Empresas;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;LIMA                                                        ;LIMA           ;LIMA                                    ;LIMA                                                        ;ANTONIA MORENO DE CACERES;F;NINGUNA;OTROS
20240626;259b1ab45538d32eef3bb6e5548fe0e1;FACULTAD DE EDUCACIÓN INICIAL;P.E.E. Educación Inicial - Niñez Temprana;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;LIMA                                                        ;LIMA           ;LIMA                                    ;LIMA                                                        ;NUESTRA SEÑORA DE COCHARCAS;F;NINGUNA;NO CUENTA CON INFORMACIÓN
20240626;4f644522537ffc7917a617eec4b4821d;FACULTAD DE PEDAGOGÍA Y CULTURA FÍSICA;P.E.E. Educación Física - Deportes;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;ATE                                                         ;LIMA           ;LIMA                                    ;ATE                                                         ;NELIDA LEIVA TORRES;M;NINGUNA;MESTIZO
20240626;c48c2b60fefca633cc63c2f7b4473f74;FACULTAD DE PEDAGOGÍA Y CULTURA FÍSICA;P.E.E. Educación Física - Deportes;Prueba General de Admisión;PREGRADO;2022-1;HUANCAVELICA   ;CASTROVIRREYNA                          ;AURAHUA                                                     ;HUANCAVELICA   ;CASTROVIRREYNA                          ;AURAHUA                                                     ;CESAR ABRAHAM VALLEJO MENDOZA;M;NINGUNA;MESTIZO
20240626;073220f9682aac507aa977b122273f91;FACULTAD DE CIENCIAS SOCIALES Y HUMANIDADES;P.E.E. Ciencias Sociales - Psicología;Prueba General de Admisión;PREGRADO;2022-1;LAMBAYEQUE     ;CHICLAYO                                ;CHICLAYO                                                    ;LIMA           ;LIMA                                    ;LIMA                                                        ;COLEGIO NACIONAL DE VARONES;F;NINGUNA;NO CUENTA CON INFORMACIÓN
20240626;b6837b08345a90736edcac310025e93c;FACULTAD DE CIENCIAS;P.E.E. Matemática;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;ATE                                                         ;LIMA           ;LIMA                                    ;LURIGANCHO                                                  ;1198;F;NINGUNA;NO CUENTA CON INFORMACIÓN
20240626;d1b64f279e2326df1b50e0a6abb11ed6;FACULTAD DE CIENCIAS SOCIALES Y HUMANIDADES;P.E.E. Inglés - Francés;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;SANTA ANITA                                                 ;LIMA           ;LIMA                                    ;LIMA                                                        ;SANTA ANITA;F;NINGUNA;MESTIZO
20240626;e44dffc732a3c3b0fbf283ae421c84ea;FACULTAD DE PEDAGOGÍA Y CULTURA FÍSICA;P.E.E. Educación Física - Deportes;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;ATE                                                         ;LIMA           ;LIMA                                    ;ATE                                                         ;COLEGIO NACIONAL MIXTO HUAYCAN;F;NINGUNA;OTROS
20240626;a4c3545231a7ce7873ceda102bb1a578;FACULTAD DE PEDAGOGÍA Y CULTURA FÍSICA;P.E.E.Educación Primaria -Educ.Básica Alternativa;Beca 18;PREGRADO;2022-1;LIMA           ;LIMA                                    ;SANTA ANITA                                                 ;LIMA           ;LIMA                                    ;LURIGANCHO                                                  ;0051 JOSE F. SANCHEZ CARRION;F;NINGUNA;NO CUENTA CON INFORMACIÓN
20240626;066dc84e0c5ef5baa603a821ac7b1af5;FACULTAD DE CIENCIAS;P.E.E. Matemática e Informática;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;LURIGANCHO                                                  ;LIMA           ;LIMA                                    ;LURIGANCHO                                                  ;JOSEFA CARRILLO Y ALBORNOZ;F;NINGUNA;NO CUENTA CON INFORMACIÓN
20240626;d464e1702d6763d188b613a1719caaaa;FACULTAD DE EDUCACIÓN INICIAL;P.E.E Educación Inicial - Discapacidad Intelectual;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;SAN JUAN DE LURIGANCHO                                      ;LIMA           ;LIMA                                    ;SAN JUAN DE LURIGANCHO                                      ;0132 TORIBIO DE LUZURIAGA Y MEJIA;F;NINGUNA;OTROS
20240626;5b76486547b29973f87a9f99ca2d1cec;FACULTAD DE CIENCIAS EMPRESARIALES;P. Administración de Empresas;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;SAN JUAN DE LURIGANCHO                                      ;LIMA           ;LIMA                                    ;SAN JUAN DE LURIGANCHO                                      ;1178 JAVIER HERAUD;M;NINGUNA;MESTIZO
20240626;72d2deaf920bf7b3fdbf8274c0967859;FACULTAD DE CIENCIAS SOCIALES Y HUMANIDADES;P.E.E. Inglés - Español como Lengua Extranjera;Prueba General de Admisión;PREGRADO;2022-1;MOQUEGUA       ;ILO                                     ;ILO                                                         ;LIMA           ;LIMA                                    ;LIMA                                                        ;2001 TNTE. CRNL. ALFREDO BONIFAZ;F;NINGUNA;MESTIZO
20240626;45b8cfee86f2da8dfd26d186a3571ab5;FACULTAD DE CIENCIAS;P.E.E. Matemática;Prueba General de Admisión;PREGRADO;2022-1;PIURA          ;TALARA                                  ;PARIÑAS                                                     ;LIMA           ;LIMA                                    ;LURIGANCHO                                                  ;COLEGIO NACIONAL DE VARONES;M;NINGUNA;NO CUENTA CON INFORMACIÓN
20240626;27dc3b4847ec65b2b0f92e75a9e2e318;FACULTAD DE CIENCIAS EMPRESARIALES;P. Administración de Negocios Internacionales;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;EL AGUSTINO                                                 ;LIMA           ;LIMA                                    ;ATE                                                         ;COLEGIO NACIONAL MIXTO HUAYCAN;M;NINGUNA;NO CUENTA CON INFORMACIÓN
20240626;25df5cef53b090d5f098337d95d6a20a;FACULTAD DE CIENCIAS SOCIALES Y HUMANIDADES;P.E.E. Ciencias Sociales - Psicología;Prueba General de Admisión;PREGRADO;2022-1;JUNIN          ;HUANCAYO                                ;HUANCAYO                                                    ;LIMA           ;LIMA                                    ;ATE                                                         ;1199 MRCAL RAMON CASTILLA;F;NINGUNA;MESTIZO
20240626;5395dd12f5e198ac64dbae9e72533deb;FACULTAD DE PEDAGOGÍA Y CULTURA FÍSICA;P.E.E. Educ. Física - Recreación y Deporte p.Todos;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;SANTA ANITA                                                 ;LIMA           ;LIMA                                    ;LURIGANCHO                                                  ;Otra Institucion;M;NINGUNA;MESTIZO
20240626;3efbf50428fb2e0998c3554a6afcbd1a;FACULTAD DE EDUCACIÓN INICIAL;P.E.E. Educación Inicial - Niñez Temprana;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;LIMA                                                        ;LIMA           ;LIMA                                    ;LIMA                                                        ;1248 5 DE ABRIL;F;NINGUNA;MESTIZO
20240626;e37b7dfaa47b67125e1ed9fdddfe971f;FACULTAD DE CIENCIAS SOCIALES Y HUMANIDADES;P.E.E. Ciencias Sociales - Psicología;Prueba General de Admisión;PREGRADO;2022-1;HUANCAVELICA   ;ANGARAES                                ;CONGALLA                                                    ;HUANCAVELICA   ;ANGARAES                                ;CONGALLA                                                    ;MARIANO MELGAR;F;NINGUNA;MESTIZO
20240626;c7902624b7c8b2702d3845e07eede193;FACULTAD DE CIENCIAS;P.E.E. Biología - Informática;Prueba General de Admisión;PREGRADO;2022-1;AYACUCHO       ;HUAMANGA                                ;ACOS VINCHOS                                                ;AYACUCHO       ;HUAMANGA                                ;ACOS VINCHOS                                                ;LOS LICENCIADOS;M;NINGUNA;MESTIZO
20240626;3386880a8ec6ae04d5acbd0f5c75194a;FACULTAD DE CIENCIAS SOCIALES Y HUMANIDADES;P.E.E. Ciencias Sociales - Geografía;Prueba General de Admisión;PREGRADO;2022-1;AYACUCHO       ;LA MAR                                  ;AYNA                                                        ;AYACUCHO       ;LA MAR                                  ;AYNA                                                        ;FERNANDO BELAUNDE TERRY;F;NINGUNA;MESTIZO
20240626;dff16da91445b02b06b7be06b333642e;FACULTAD DE TECNOLOGÍA;P.E.E. Tecnología del Vestido;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;LIMA                                                        ;LIMA           ;LIMA                                    ;LURIGANCHO                                                  ;0033 VIRGILIO ESPINOZA BARRIOS;F;NINGUNA;OTROS
20240626;02e9c399b237ba3378b5946cefc49776;FACULTAD DE PEDAGOGÍA Y CULTURA FÍSICA;P.E.E. Educación Física - Edades Tempranas;Prueba General de Admisión;PREGRADO;2022-1;AYACUCHO       ;LA MAR                                  ;CHILCAS                                                     ;AYACUCHO       ;HUAMANGA                                ;SAN JUAN BAUTISTA                                           ;FAUSTINO SANCHEZ CARRION;M;NINGUNA;MESTIZO
20240626;82cf90c32cfb808f7f85a4f07d5ade2a;FACULTAD DE AGROPECUARIA Y NUTRICIÓN;P.E.E. Industria Alimentaria y Nutrición;Beca 18;PREGRADO;2022-1;JUNIN          ;SATIPO                                  ;PANGOA                                                      ;JUNIN          ;SATIPO                                  ;PANGOA                                                      ;SAN RAMON;F;NINGUNA;MESTIZO
20240626;0c1ca06db8f917c131f64cab4f01fd18;FACULTAD DE TECNOLOGÍA;P.E.E. Construcción Civil;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;ATE                                                         ;LIMA           ;LIMA                                    ;ATE                                                         ;COLEGIO NACIONAL DE VARONES;M;NINGUNA;MESTIZO
20240626;62154d6585084ee7258923266d79eab8;FACULTAD DE TECNOLOGÍA;P.E.E. Artes Industriales;Prueba General de Admisión;PREGRADO;2022-1;UCAYALI        ;PADRE ABAD                              ;PADRE ABAD                                                  ;LIMA           ;LIMA                                    ;ATE                                                         ;FERNANDO CARBAJAL;F;NINGUNA;NO CUENTA CON INFORMACIÓN
20240626;4709e608e0f5e9197ad8bee095e72077;FACULTAD DE EDUCACIÓN INICIAL;P.E.E. Educación Inicial - Niñez Temprana;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;ATE                                                         ;LIMA           ;LIMA                                    ;ATE                                                         ;Otra Institucion;F;NINGUNA;MESTIZO
20240626;bcade7b23196c4ce33e8645e0dcec5e8;FACULTAD DE EDUCACIÓN INICIAL;P.E.E. Educación Inicial - Niñez Temprana;Prueba General de Admisión;PREGRADO;2022-1;SAN MARTIN     ;PICOTA                                  ;TRES UNIDOS                                                 ;LIMA           ;LIMA                                    ;CHACLACAYO                                                  ;0146 CESAR ABRAHAM VALLEJO MENDOZA;F;NINGUNA;MESTIZO
20240626;13705e2d345e76626c8ee5b1a321ca95;FACULTAD DE CIENCIAS EMPRESARIALES;P. Administración de Empresas;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;LURIGANCHO                                                  ;LIMA           ;LIMA                                    ;LURIGANCHO                                                  ;JOSE DE SAN MARTIN;F;NINGUNA;OTROS
20240626;c9ca191b10c6905b32e74e5f8248b725;FACULTAD DE PEDAGOGÍA Y CULTURA FÍSICA;P.E.E. Educación Física - Deportes;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;ATE                                                         ;LIMA           ;LIMA                                    ;ATE                                                         ;JULIO RAMON RIBEYRO;M;NINGUNA;NO CUENTA CON INFORMACIÓN
20240626;0bc188a2095394d7ea7db1df7e202dde;FACULTAD DE PEDAGOGÍA Y CULTURA FÍSICA;P.E.E.Educación Primaria -Educ.Básica Alternativa;Prueba General de Admisión;PREGRADO;2022-1;PUNO           ;YUNGUYO                                 ;YUNGUYO                                                     ;LIMA           ;LIMA                                    ;SAN JUAN DE LURIGANCHO                                      ;0143 SOLIDARIDAD II;M;NINGUNA;NO CUENTA CON INFORMACIÓN
20240626;e80bf4bc17b503f7f9edf946d1b84acb;FACULTAD DE TECNOLOGÍA;P.E.E. Tecnología del Vestido;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;LURIGANCHO                                                  ;LIMA           ;LIMA                                    ;LURIGANCHO                                                  ;1206 DANIEL ALCIDES CARRION;F;NINGUNA;MESTIZO
20240626;40da325524cd3f68e82ce54de44a6c3a;FACULTAD DE CIENCIAS EMPRESARIALES;P. Turismo y Hotelería;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;LURIGANCHO                                                  ;LIMA           ;HUAROCHIRI                              ;SANTA EULALIA                                               ;20575 JOSE ANTONIO ENCINAS FRANCO;F;NINGUNA;NO CUENTA CON INFORMACIÓN
20240626;de80d28709bfe5b0008e9af23a15702d;FACULTAD DE EDUCACIÓN INICIAL;P.E.E. Educación Inicial - Niñez Temprana;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;HUARAL                                  ;CHANCAY                                                     ;;;;AUGUSTO SALAZAR BONDY;F;NINGUNA;OTROS
20240626;7c4f78b88ef1ad12a09b0287cba24665;FACULTAD DE AGROPECUARIA Y NUTRICIÓN;P. Nutrición Humana;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;LIMA                                                        ;LIMA           ;LIMA                                    ;ATE                                                         ;1137 JOSE ANTONIO ENCINAS;F;NINGUNA;MESTIZO
20240626;e665aa1b901ca06f890af42664fda00f;FACULTAD DE TECNOLOGÍA;P.E.E. Tecnología del Vestido;Prueba General de Admisión;PREGRADO;2022-1;JUNIN          ;JAUJA                                   ;JAUJA                                                       ;JUNIN          ;JAUJA                                   ;ACOLLA                                                      ;Otra Institucion;F;NINGUNA;MESTIZO
20240626;74e5fa37f997870b47692682cd2fc22f;FACULTAD DE CIENCIAS SOCIALES Y HUMANIDADES;P.E.E. Educación Artística - Música;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;LIMA                                                        ;LIMA           ;LIMA                                    ;LURIGANCHO                                                  ;MI JESUS;M;NINGUNA;MESTIZO
20240626;c89e6e4b3eac0cc0f224df6c5ab2a7c1;FACULTAD DE CIENCIAS;P.E.E. Informática;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;LIMA                                                        ;LIMA           ;LIMA                                    ;SAN JUAN DE LURIGANCHO                                      ;Otra Institucion;M;NINGUNA;MESTIZO
20240626;28865916f4a37ec7091b81c5a811b8ed;FACULTAD DE TECNOLOGÍA;P.E.E. Diseño Industrial y Arquitectónico;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;LIMA                                                        ;LIMA           ;LIMA                                    ;LIMA                                                        ;1217 JORGE BASADRE;F;NINGUNA;OTROS
20240626;fea5b8aad59c94b29526117f0d10d582;FACULTAD DE CIENCIAS SOCIALES Y HUMANIDADES;P.E.E. Ciencias Sociales - Psicología;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;HUAROCHIRI                              ;SANTA EULALIA                                               ;LIMA           ;HUAROCHIRI                              ;SANTA EULALIA                                               ;SIMON BOLIVAR;F;NINGUNA;MESTIZO
20240626;9c7ac750a07ff2cbbd2e5326a4fc34cf;FACULTAD DE CIENCIAS EMPRESARIALES;P. Administración de Empresas;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;LURIGANCHO                                                  ;LIMA           ;LIMA                                    ;LURIGANCHO                                                  ;1190 FELIPE HUAMAN POMA DE AYALA;M;NINGUNA;MESTIZO
20240626;c4ca49319f888e7e1451c1793f79c866;FACULTAD DE PEDAGOGÍA Y CULTURA FÍSICA;P.E.E. Educación Física - Deportes;Prueba General de Admisión;PREGRADO;2022-1;LIMA           ;LIMA                                    ;LURIGANCHO                                                  ;LIMA           ;LIMA                                    ;LURIGANCHO                                                  ;1267;M;NINGUNA;MESTIZO
